movieTitle,URL,rt_score,script_length,avg_sentence_length,readability_score,main_character_count,dialogue_ratio,long_sentence_flag,script_text
Analyze-That,https://imsdb.com/scripts/Analyze-That.html,26.0,28151,9.5330172705723,3.696854682861901,3.8712010109078903,0.7091093802912293,False,
Analyze-This,https://imsdb.com/scripts/Analyze-This.html,69.0,29155,10.043058904581468,3.864998515153676,3.951243718581428,0.8852910781949708,False,
Anastasia,https://imsdb.com/scripts/Anastasia.html,83.0,25791,11.570659488559892,5.3430937759426165,3.951243718581428,0.4647824136384029,False,
Anna-Karenina,https://imsdb.com/scripts/Anna-Karenina.html,63.0,35409,9.43233883857219,4.321108725181574,4.574710978503383,0.7733084709643048,False,
Anonymous,https://imsdb.com/scripts/Anonymous.html,47.0,34408,11.05655526992288,4.849625059699974,4.060443010546419,0.6275706940874036,False,
Anora,https://imsdb.com/scripts/Anora.html,93.0,28705,7.933941404090658,3.2205298687749853,3.49650756146648,0.5660585959093422,False,
Antitrust,https://imsdb.com/scripts/Antitrust.html,23.0,32346,10.219905213270142,5.167101192953599,4.127134385045092,0.8960505529225908,False,
Antz,https://imsdb.com/scripts/Antz.html,92.0,22672,12.630640668523675,4.783305359461359,3.80666248977032,0.7164345403899721,False,
Apt-Pupil,https://imsdb.com/scripts/Apt-Pupil.html,54.0,36185,9.34529958677686,3.547007958673589,3.6375861597263857,0.428202479338843,False,
Arbitrage,https://imsdb.com/scripts/Arbitrage.html,87.0,23298,8.998841251448436,4.339361541703156,3.713572066704308,0.925067593665508,False,
Argo,https://imsdb.com/scripts/Argo.html,96.0,29456,11.294478527607362,5.784240667289708,4.955827057601261,1.1330521472392638,False,
Arthur,https://imsdb.com/scripts/Arthur.html,27.0,27528,9.001962066710268,4.745028515220124,4.07753744390572,0.8963374754741661,False,
Assassins,https://imsdb.com/scripts/Assassins.html,16.0,27991,10.029021855965604,4.090937035915335,2.772588722239781,0.4933715514152633,False,
Asteroid-City,https://imsdb.com/scripts/Asteroid-City.html,76.0,36322,12.21318090114324,6.819818192240739,4.0943445622221,0.6082716879623403,False,
August-Osage-County,https://imsdb.com/scripts/August-Osage-County.html,67.0,32246,10.496744791666666,4.431358668917884,3.8918202981106265,0.7783203125,False,
Austin-Powers---International-Man-of-Mystery,https://imsdb.com/scripts/Austin-Powers---International-Man-of-Mystery.html,73.0,24531,10.19576059850374,5.485119906348377,4.356708826689592,1.0029093931837074,False,
Austin-Powers---The-Spy-Who-Shagged-Me,https://imsdb.com/scripts/Austin-Powers---The-Spy-Who-Shagged-Me.html,53.0,22125,10.387323943661972,4.934458484716924,4.304065093204169,1.0258215962441315,False,
Authors-Anonymous,https://imsdb.com/scripts/Authors-Anonymous.html,8.0,27046,7.898948598130841,4.543097616891615,2.8903717578961645,0.4445093457943925,False,
Autumn-in-New-York,https://imsdb.com/scripts/Autumn-in-New-York.html,20.0,29636,10.42419978895533,4.25045858301182,3.737669618283368,0.9584945480126628,False,
Avatar,https://imsdb.com/scripts/Avatar.html,81.0,42771,11.13828125,4.394395881445568,3.4339872044851463,0.9252604166666668,False,
Avengers-Endgame,https://imsdb.com/scripts/Avengers-Endgame.html,94.0,34238,9.553013392857142,3.615512315990173,4.0943445622221,0.5931919642857143,False,
Awakenings,https://imsdb.com/scripts/Awakenings.html,81.0,40177,10.29123975409836,5.015299983786576,4.110873864173311,0.4385245901639344,False,
Babel,https://imsdb.com/scripts/Babel.html,68.0,32729,9.796168811733017,4.31561510679278,4.219507705176107,0.9224782999102066,False,
Bachelor-Party,https://imsdb.com/scripts/Bachelor-Party.html,54.0,27549,9.941898231685313,3.705758510179564,4.543294782270004,0.9577769758210032,False,
Backdraft,https://imsdb.com/scripts/Backdraft.html,73.0,33794,10.356726938400245,4.617733655107376,3.970291913552122,0.9258351210542446,False,
Bad-Boys,https://imsdb.com/scripts/Bad-Boys.html,44.0,32901,9.44074605451937,3.896667429733647,3.828641396489095,0.4843615494978479,False,
Bad-Day-at-Black-Rock,https://imsdb.com/scripts/Bad-Day-at-Black-Rock.html,97.0,27528,11.384615384615383,4.018257621460226,3.6375861597263857,1.033498759305211,False,
Bad-Dreams,https://imsdb.com/scripts/Bad-Dreams.html,38.0,29939,9.583546734955185,4.75272532826234,3.9318256327243257,0.5329705505761844,False,
Bad-Lieutenant,https://imsdb.com/scripts/Bad-Lieutenant.html,86.0,18599,9.82514527205494,3.401142679063007,3.912023005428146,0.797675647120972,False,
Bad-Santa,https://imsdb.com/scripts/Bad-Santa.html,78.0,20017,10.750268528464018,4.576250892953972,3.8501476017100575,1.0300751879699248,False,
Bad-Teacher,https://imsdb.com/scripts/Bad-Teacher.html,45.0,26800,9.533973674848808,4.980494348443656,4.262679877041316,0.887940234791889,False,
Barbie,https://imsdb.com/scripts/Barbie.html,88.0,28345,10.214414414414414,4.956057623736683,4.477336814478207,0.6893693693693693,False,
Basic,https://imsdb.com/scripts/Basic.html,21.0,27626,10.374014269620728,4.263965309168487,3.1354942159291497,0.7085993240705971,False,
Basic-Instinct,https://imsdb.com/scripts/Basic-Instinct.html,56.0,25527,9.052127659574468,2.814800021067427,3.4011973816621555,0.9234042553191488,False,
Batman,https://imsdb.com/scripts/Batman.html,76.0,39839,11.165639013452914,4.821534464327211,4.406719247264253,0.3713565022421524,False,
Battle-Los-Angeles,https://imsdb.com/scripts/Battle-Los-Angeles.html,37.0,26702,8.599677938808373,4.42978014597341,3.8918202981106265,0.7043478260869566,False,
Bean,https://imsdb.com/scripts/Bean.html,43.0,36147,10.45617587503616,4.203809234459989,3.8501476017100575,0.3416256870118599,False,
Beasts-of-No-Nation,https://imsdb.com/scripts/Beasts-of-No-Nation.html,91.0,30605,11.61921032649962,5.1120333269510105,3.8918202981106265,0.9715261958997722,False,
Beasts-of-the-Southern-Wild,https://imsdb.com/scripts/Beasts-of-the-Southern-Wild.html,87.0,19425,11.074686431014824,4.763660768981495,2.995732273553991,0.9315849486887116,False,
Beauty-and-the-Beast,https://imsdb.com/scripts/Beauty-and-the-Beast.html,95.0,29338,10.680014561339645,4.1550313583683725,4.795790545596741,0.5398616672733891,False,
Beginners,https://imsdb.com/scripts/Beginners.html,86.0,22825,9.675710046629929,4.839126595335301,4.219507705176107,1.013141161509114,False,
Being-Human,https://imsdb.com/scripts/Being-Human.html,54.0,48014,11.045318610536002,4.0889120592433095,4.127134385045092,0.4975845410628019,False,
Being-the-Ricardos,https://imsdb.com/scripts/Being-the-Ricardos.html,68.0,33062,11.26473594548552,4.793467032284827,3.80666248977032,1.13015332197615,False,
Belle,https://imsdb.com/scripts/Belle.html,84.0,26704,10.092214663643237,5.026021969575741,3.295836866004329,0.6266061980347695,False,
Beloved,https://imsdb.com/scripts/Beloved.html,72.0,41379,10.917941952506595,3.008963314586577,3.912023005428146,0.5382585751978892,False,
Big-Eyes,https://imsdb.com/scripts/Big-Eyes.html,72.0,30026,8.235326385079539,4.241842151941135,4.406719247264253,0.7441031267142073,False,
Big-Fish,https://imsdb.com/scripts/Big-Fish.html,76.0,32281,10.566612111292962,3.869287930389678,4.07753744390572,0.9204582651391162,False,
Birdman,https://imsdb.com/scripts/Birdman.html,91.0,28808,8.359837492745212,3.5310303253984365,3.737669618283368,0.5641323273360418,False,
Birthday-Girl,https://imsdb.com/scripts/Birthday-Girl.html,59.0,21551,8.385603112840467,3.5017549308302627,3.044522437723423,0.7595330739299611,False,
Black-Panther,https://imsdb.com/scripts/Black-Panther.html,96.0,29070,10.57475445616588,5.088888950455736,4.875197323201151,1.065842124408876,False,
Black-Rain,https://imsdb.com/scripts/Black-Rain.html,54.0,26648,10.13231939163498,3.4448456173113087,0.6931471805599453,0.0391634980988593,False,
Black-Snake-Moan,https://imsdb.com/scripts/Black-Snake-Moan.html,66.0,30498,9.430426716141,2.652203159665106,3.6635616461296463,0.8398268398268398,False,
Black-Swan,https://imsdb.com/scripts/Black-Swan.html,85.0,22937,8.754580152671755,4.433926885590033,3.332204510175204,0.8461832061068703,False,
Blackberry,https://imsdb.com/scripts/Blackberry.html,97.0,27024,8.625598467922119,3.9615189102890014,3.970291913552122,0.6019789339291414,False,
BlacKkKlansman,https://imsdb.com/scripts/BlacKkKlansman.html,96.0,28941,10.306623931623932,4.2232267088407625,4.007333185232471,1.0113960113960114,False,
Blade-II,https://imsdb.com/scripts/Blade-II.html,57.0,30555,12.086629746835444,5.656198429488629,4.465908118654584,0.910996835443038,False,
Blade-Runner,https://imsdb.com/scripts/Blade-Runner.html,89.0,28652,11.196561156701836,4.339737039853372,3.49650756146648,0.4759671746776084,False,
Blade-Trinity,https://imsdb.com/scripts/Blade-Trinity.html,24.0,30999,11.597081930415264,5.634891544436307,4.852030263919617,0.9001122334455668,False,
Blink-Twice,https://imsdb.com/scripts/Blink-Twice.html,75.0,24942,8.272636815920398,3.4673229104634906,3.713572066704308,0.4371475953565505,False,
Blitz,https://imsdb.com/scripts/Blitz.html,48.0,29310,11.110689916603487,4.584726878357248,4.465908118654584,0.4446550416982562,False,
Blood-and-Wine,https://imsdb.com/scripts/Blood-and-Wine.html,63.0,28309,9.426906426906427,3.954215001118726,4.454347296253507,1.0376290376290376,False,
Blood-Simple,https://imsdb.com/scripts/Blood-Simple.html,94.0,24406,10.62979094076655,4.222737153760161,4.844187086458591,0.9965156794425089,False,
Blue-Valentine,https://imsdb.com/scripts/Blue-Valentine.html,87.0,27303,9.107071380920614,3.5160753999284324,3.295836866004329,0.7018012008005337,False,
Blue-Velvet,https://imsdb.com/scripts/Blue-Velvet.html,91.0,33670,8.295146587829514,3.461065230230385,1.3862943611198906,0.0349839862034984,False,
Body-Heat,https://imsdb.com/scripts/Body-Heat.html,96.0,36611,9.311037639877926,3.925423595864437,3.258096538021482,0.4346388606307222,False,
Body-of-Evidence,https://imsdb.com/scripts/Body-of-Evidence.html,8.0,25377,9.322924320352682,4.644313017135474,3.332204510175204,0.9129316678912563,False,
Bodyguard,https://imsdb.com/scripts/Bodyguard.html,29.0,42354,9.6610401459854,4.084939496644829,3.7612001156935615,0.3763686131386861,False,
Bones,https://imsdb.com/scripts/Bones.html,27.0,34722,11.153870864118216,4.181764443505731,4.382026634673881,0.8284612913588179,False,
Bonfire-of-the-Vanities,https://imsdb.com/scripts/Bonfire-of-the-Vanities.html,15.0,34655,9.22166045769026,4.15753102385165,4.23410650459726,0.6540713145290048,False,
Bonnie-and-Clyde,https://imsdb.com/scripts/Bonnie-and-Clyde.html,91.0,37014,11.121995192307692,4.190414586268794,3.295836866004329,0.5546875,False,
Boogie-Nights,https://imsdb.com/scripts/Boogie-Nights.html,94.0,38400,9.58322934863988,3.5848259160058937,4.51085950651685,1.040678812078862,False,
Bookworm,https://imsdb.com/scripts/Bookworm.html,91.0,23703,8.603629764065335,3.921741344369419,2.3978952727983707,0.6072595281306715,False,
Bottle-Rocket,https://imsdb.com/scripts/Bottle-Rocket.html,86.0,25244,7.537772469393849,3.4025883198413247,3.4011973816621555,0.5312033442818752,False,
Bound,https://imsdb.com/scripts/Bound.html,87.0,23445,9.370503597122305,3.9200029057172543,2.833213344056216,0.966027178257394,False,
"Bourne-Identity,-The","https://imsdb.com/scripts/Bourne-Identity,-The.html",84.0,27377,11.669650468883203,4.591139869909714,4.189654742026425,0.9978687127024722,False,
Boyhood,https://imsdb.com/scripts/Boyhood.html,97.0,39442,7.997161394971614,3.2930698406705794,4.31748811353631,0.6964720194647201,False,
Braveheart,https://imsdb.com/scripts/Braveheart.html,76.0,32923,12.090708777084098,4.851738669024034,4.859812404361672,0.9463826661770106,False,
Brazil,https://imsdb.com/scripts/Brazil.html,98.0,40748,11.58271745309835,5.003387164508705,4.174387269895637,0.5520181921546333,False,
Breakdown,https://imsdb.com/scripts/Breakdown.html,83.0,28741,9.638162307176392,3.7178632338260407,3.1780538303479458,0.4366197183098591,False,
Breaking-Away,https://imsdb.com/scripts/Breaking-Away.html,95.0,28252,9.181670458238544,3.063928995059495,4.820281565605037,0.8479038024049399,False,
Brick,https://imsdb.com/scripts/Brick.html,79.0,26631,9.951793721973097,3.352517668843415,3.713572066704308,0.9473094170403588,False,
Bridesmaids,https://imsdb.com/scripts/Bridesmaids.html,89.0,31413,7.958702812262477,3.6975774108852697,4.330733340286331,0.7676716493539397,False,
Bringing-Out-the-Dead,https://imsdb.com/scripts/Bringing-Out-the-Dead.html,74.0,23615,10.646979260595131,3.739877025869777,3.7612001156935615,0.7042380522993688,False,
Broken-Arrow,https://imsdb.com/scripts/Broken-Arrow.html,53.0,22965,10.4291553133515,3.901661216532176,5.1647859739235145,1.0213442325158946,False,
Broken-Embraces,https://imsdb.com/scripts/Broken-Embraces.html,82.0,48345,11.705811138014528,5.717802470590719,4.174387269895637,0.8184019370460048,False,
Bruce-Almighty,https://imsdb.com/scripts/Bruce-Almighty.html,48.0,28879,9.53102310231023,3.663311986638181,4.23410650459726,0.6042904290429043,False,
Buffy-the-Vampire-Slayer,https://imsdb.com/scripts/Buffy-the-Vampire-Slayer.html,37.0,29286,9.052859350850078,3.592664611874394,3.713572066704308,0.8683153013910355,False,
Bull-Durham,https://imsdb.com/scripts/Bull-Durham.html,97.0,29795,10.573101490418736,3.724230401672962,3.912023005428146,1.0418736692689852,False,
Buried,https://imsdb.com/scripts/Buried.html,87.0,22287,9.483829787234043,3.915366803677905,3.367295829986474,0.8625531914893617,False,
Burlesque,https://imsdb.com/scripts/Burlesque.html,37.0,34431,10.00610287707062,3.74462647157204,4.465908118654584,0.911944202266783,False,
Burn-After-Reading,https://imsdb.com/scripts/Burn-After-Reading.html,78.0,26292,9.091286307053942,4.149267333831535,3.7612001156935615,0.5999308437067773,False,
Burning-Annie,https://imsdb.com/scripts/Burning-Annie.html,50.0,26298,8.851565129585998,3.256978866530609,3.4011973816621555,0.8606529787950186,False,
Capote,https://imsdb.com/scripts/Capote.html,89.0,25921,9.958125240107568,4.123664237020165,3.713572066704308,0.9212447176334998,False,
Carrie,https://imsdb.com/scripts/Carrie.html,94.0,28265,11.674927715819909,4.767758919159984,3.4657359027997265,0.4960760016522098,False,
Cars-2,https://imsdb.com/scripts/Cars-2.html,40.0,31058,9.183323477232406,4.530549862325607,4.219507705176107,0.933471318746304,False,
Case-39,https://imsdb.com/scripts/Case-39.html,22.0,29909,9.276985111662531,4.819948566863079,4.343805421853684,0.7965260545905707,False,
Casino,https://imsdb.com/scripts/Casino.html,79.0,67728,10.508611326609776,4.08897111064201,4.51085950651685,0.7771916214119472,False,
Cassandro,https://imsdb.com/scripts/Cassandro.html,91.0,25150,8.349933598937582,4.2009261016447255,3.8501476017100575,0.4853917662682603,False,
Cast-Away,https://imsdb.com/scripts/Cast-Away.html,88.0,33120,9.041769041769042,3.302790017417124,3.6635616461296463,0.321048321048321,False,
Catch-Me-If-You-Can,https://imsdb.com/scripts/Catch-Me-If-You-Can.html,96.0,35059,11.95736698499318,4.275233748419876,5.10594547390058,1.0893587994542977,False,
Cecil-B.-Demented,https://imsdb.com/scripts/Cecil-B.-Demented.html,52.0,27247,12.142156862745098,6.467267733172523,4.700480365792417,1.1720142602495545,False,
Cedar-Rapids,https://imsdb.com/scripts/Cedar-Rapids.html,86.0,32467,9.310868941783768,3.7071290443048,3.80666248977032,0.8055635216518497,False,
Cellular,https://imsdb.com/scripts/Cellular.html,56.0,32471,10.940363881401618,4.755475594431349,4.304065093204169,0.5606469002695418,False,
Changeling,https://imsdb.com/scripts/Changeling.html,62.0,41130,11.785100286532952,4.651549952820652,4.174387269895637,1.0137535816618912,False,
Charade,https://imsdb.com/scripts/Charade.html,94.0,38357,12.192307692307692,4.774452064600453,3.784189633918261,1.1710108073744436,False,
Charlie's-Angels,https://imsdb.com/scripts/Charlie's-Angels.html,68.0,29195,10.942653673163418,4.58250876651854,3.784189633918261,0.4531484257871064,False,
Cherry-Falls,https://imsdb.com/scripts/Cherry-Falls.html,63.0,23983,8.553138373751784,3.680128071335407,3.737669618283368,0.3915834522111269,False,
Chinatown,https://imsdb.com/scripts/Chinatown.html,98.0,31429,11.016123378899405,4.013760697423759,4.477336814478207,1.0956887486855942,False,
Chronicle,https://imsdb.com/scripts/Chronicle.html,85.0,24022,11.20951936537564,4.77815181990427,3.555348061489413,0.6434904339710686,False,
"Chronicles-of-Narnia-The-Lion,-the-Witch-and-the-Wardrobe","https://imsdb.com/scripts/Chronicles-of-Narnia-The-Lion,-the-Witch-and-the-Wardrobe.html",75.0,10274,10.515864892528148,4.072258183522564,4.31748811353631,1.1760491299897646,False,
Cirque-du-Freak-The-Vampire's-Assistant,https://imsdb.com/scripts/Cirque-du-Freak-The-Vampire's-Assistant.html,37.0,29045,8.497659449970744,3.3460726523107347,4.3694478524670215,0.7390286717378584,False,
Citizen-Kane,https://imsdb.com/scripts/Citizen-Kane.html,99.0,43121,13.059055118110235,5.711648464800469,4.219507705176107,1.172319806178074,False,
City-of-Joy,https://imsdb.com/scripts/City-of-Joy.html,56.0,37358,10.818997972777296,4.208377834203958,3.970291913552122,0.3237764262959745,False,
Clash-of-the-Titans,https://imsdb.com/scripts/Clash-of-the-Titans.html,27.0,29608,10.59320214669052,5.144275891613432,4.955827057601261,1.0561717352415028,False,
Cliffhanger,https://imsdb.com/scripts/Cliffhanger.html,68.0,38024,17.330902461257978,6.561605819650854,3.4011973816621555,0.5601640838650866,True,
Cobb,https://imsdb.com/scripts/Cobb.html,65.0,34507,12.425999279798344,4.020688232659605,3.713572066704308,0.833273316528628,False,
Coco,https://imsdb.com/scripts/Coco.html,97.0,29987,10.698180520870496,4.404145781536634,4.330733340286331,0.691402069211559,False,
Code-of-Silence,https://imsdb.com/scripts/Code-of-Silence.html,68.0,21927,10.342924528301888,4.726849534285517,3.9318256327243257,0.9117924528301888,False,
Cold-Mountain,https://imsdb.com/scripts/Cold-Mountain.html,70.0,36980,10.128731854286498,4.0547206393756525,3.8918202981106265,0.8241577649958916,False,
Collateral-Damage,https://imsdb.com/scripts/Collateral-Damage.html,19.0,35984,10.478741991846244,4.693537811015116,3.713572066704308,0.3838089691322073,False,
Colombiana,https://imsdb.com/scripts/Colombiana.html,28.0,31295,9.286350148367951,3.736399490385288,4.934473933130692,0.8976261127596439,False,
Color-of-Night,https://imsdb.com/scripts/Color-of-Night.html,22.0,34916,8.746492985971944,3.092695918820443,3.8918202981106265,0.6500501002004008,False,
Confessions-of-a-Dangerous-Mind,https://imsdb.com/scripts/Confessions-of-a-Dangerous-Mind.html,79.0,31050,9.346779048765804,4.739763367704246,4.248495242049359,0.5815773630343167,False,
Confidence,https://imsdb.com/scripts/Confidence.html,68.0,30402,9.50656660412758,3.53929565925851,3.610917912644224,0.6400875547217011,False,
Constantine,https://imsdb.com/scripts/Constantine.html,46.0,30006,10.213070115724983,4.636696528998641,3.367295829986474,0.639210347174949,False,
Coraline,https://imsdb.com/scripts/Coraline.html,91.0,30422,12.019755037534573,4.648723094777036,3.970291913552122,1.03871987356776,False,
